Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type,Latitude,Longitude
ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,TOMASZ KOWALCZUK,CHICAGO,IL,60634,none,none,9865Livery,Livery,41.8781,-87.6298
ACTIVE,GMC,YUKON,2023,BLACK,Gasoline,N,RANZO TRANS LLC,CHICAGO,IL,60630,none,none,70515Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Gasoline,N,CHRISAM CORP,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,1280Taxi,Taxi,41.8781,-87.6298
VIOLATION,FORD,EXPEDITION,2023,BLACK,Gasoline,N,ROOSEVELT HARVEST,CHICAGO,IL,60628,none,none,8397Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2023,BLACK,Gasoline,N,JARNAIL SINGH,CHICAGO,IL,60638,none,none,8285Livery,Livery,41.8781,-87.6298
RESERVED,LINCOLN,MKT,2017,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629,none,none,8843Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2019,WHITE/STARS/STRIPES,Gasoline,Y,QUOMASS INC,CHICAGO,IL,60641,American-United Cab Assn,Owner Manager,688Taxi,Taxi,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,KHRIBECH INC,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,531Taxi,Taxi,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2024,BLACK,Gasoline,N,JPN TRANSPORT SERVICES LLC,CHICAGO,IL,60630,none,none,71124Livery,Livery,41.8781,-87.6298
VIOLATION,DODGE,CARAVAN,2017,WHITE,Gasoline,Y,RIDGEVIEW CAB CORP.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,2485Taxi,Taxi,41.8781,-87.6298
ACTIVE,CHRYSLER,VOYAGER,2023,WHITE/BLACK/STRIPES,Gasoline,Y,YEBOAH LLC,CHICAGO,IL,60626,Independent1,Owner Manager,6966Taxi,Taxi,41.8781,-87.6298
INACTIVE,DODGE,CARAVAN,2017,GRAY,Gasoline,N,"ASHUNTI RESIDENTIAL MANAGEMENT SYSTEMS, INC.",CHICAGO,IL,60644,none,none,20492Medicar,Medicar,41.8781,-87.6298
INACTIVE,CHEVROLET,EXPRESS,2010,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077,none,none,5688Ambulance,Ambulance,42.0324,-87.7411
VIOLATION,LINCOLN,CONTINENTAL,2018,BLACK,Gasoline,N,ZDRAVKO V BOTEV,CHICAGO,IL,60646,none,none,70587Livery,Livery,41.8781,-87.6298
INACTIVE,VPG,MV-1,2011,BLACK,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",CHICAGO,IL,60619,none,none,13605Medicar,Medicar,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2025,BLACK,Gasoline,N,AMIRA 1 INC,CHICAGO,IL,60630,none,none,71111Livery,Livery,41.8781,-87.6298
ACTIVE,BMW,X6M,2022,BLACK,Gasoline,N,ILKNUR HABBABA,CHICAGO,IL,60640,none,none,70695Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,LIMO PRIME INC.,CHICAGO,IL,60630,none,none,8104Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2014,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077,none,none,895537Ambulance,Ambulance,42.0324,-87.7411
ACTIVE,AUDI,E-TRON,2021,BLACK,Gasoline,N,ARRIS LUXURY CAR SERVICES LLC,CHICAGO,IL,60630,none,none,70694Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,A2B LIMOUSINE INC.,CHICAGO,IL,60625,none,none,70550Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,MCB LIMO INC,CHICAGO,IL,60630,none,none,70093Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,350,2020,WHITE,Gasoline,N,TRACE AMBULANCE INC,TINLEY PARK,IL,60487,none,none,794914Ambulance,Ambulance,41.5742,-87.782
INACTIVE,MCI,CHALLENGER,1980,RED/WHITE/BLUE,Gasoline,N,CHICAGO SIGHT SEEING CO,CHICAGO,IL,60603,none,none,79222Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE ESV,2024,BLACK,Gasoline,N,RYDE LUXURY INC,CHICAGO,IL,60630,none,none,70923Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,SCION,2014,WHITE,Gasoline,N,NAPON INC,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,1807Taxi,Taxi,41.8781,-87.6298
ACTIVE,VOLVO,S90,2020,BLACK,Gasoline,N,SAYAK INC,CHICAGO,IL,60659,none,none,70032Livery,Livery,41.8781,-87.6298
VIOLATION,LINCOLN,MKT,2019,BLACK,Gasoline,N,ARIAN LIMO INC,CHICAGO,IL,60630,none,none,9529Livery,Livery,41.8781,-87.6298
VIOLATION,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,IVAYLO MOLLOV,CHICAGO,IL,60656,none,none,9452Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,FENIKS UNITED INC,CHICAGO,IL,60656,none,none,9683Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E450,2008,WHITE,Gasoline,N,PEDRO FORTIS,CHICAGO,IL,60631,none,none,14097Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
INACTIVE,VPG,MV-1,2011,BLACK,Gasoline,N,"SCR MEDICAL TRANSPORTATION, INC.",CHICAGO,IL,60619,none,none,13609Medicar,Medicar,41.8781,-87.6298
ACTIVE,MERCEDES,BENZ,2020,BLACK,Gasoline,N,GODOFREDO C. RODRIGUEZ,CHICAGO,IL,60618,none,none,70669Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,RAV4,2019,WHITE,Gasoline,N,ORIMA TRIPLE B CORPORATION,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,4933Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,ALL STARS TRANSPORTATION LLC,CHICAGO,IL,60615,none,none,8152Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,ALL ABOUT CHARTER INC,CHICAGO,IL,60630,none,none,7994Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659,none,none,9334Livery,Livery,41.8781,-87.6298
RESERVED,GMC,YUKON,2018,BLACK,Gasoline,N,OSMAN O MOOMIN,CHICAGO,IL,60659,none,none,7701Livery,Livery,41.8781,-87.6298
ACTIVE,MERCEDES,METRIS,2023,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630,none,none,9753Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,EXPERIAN EXPRESS INC,CHICAGO,IL,60612,none,none,70968Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,TROLLEY,1999,WHITE,Gasoline,N,MILLENNIUM TROLLEY TOURS LLC,CHICAGO,IL,60611,none,none,14783Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,THE AUTOCHARTER LTD,CHICAGO,IL,60659,none,none,8260Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,,2003,BLUE/WHITE,Gasoline,N,"E R AMBULANCE, INC.",CHICAGO,IL,60649,none,none,5573Ambulance,Ambulance,41.8781,-87.6298
RESERVED,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,8521Livery,Livery,41.8781,-87.6298
INACTIVE,,,0,WHITE,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608,none,none,6843Taxi,Taxi,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2015,WHITE,Gasoline,Y,AMRO H INC,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2999Taxi,Taxi,41.8781,-87.6298
INACTIVE,FORD,E150,2009,WHITE,Gasoline,N,Joiner Enterprises Inc,CHICAGO,IL,60649,none,none,6555Medicar,Medicar,41.8781,-87.6298
ACTIVE,FORD,TRANSIT,2019,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467,none,none,818519Ambulance,Ambulance,41.6295,-87.8534
INACTIVE,DODGE,CARAVAN,2015,GRAY,Gasoline,N,GOOD TO GO INC.,CHICAGO,IL,60651,none,none,19482Medicar,Medicar,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2024,BLACK,Gasoline,N,"CHICAGO INTERSTATE LIMO, INC",CHICAGO,IL,60640,none,none,71046Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,ASKAMAX INC.,CHICAGO,IL,60656,none,none,9880Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,K & K TRADERS INC.,CHICAGO,IL,60659,none,none,9191Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,DEREN LIMOUSINE INC,CHICAGO,IL,60618,none,none,7075Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,COROLLA,2023,WHITE/RED,Gasoline,N,MOHAN S MALLHI,CHICAGO,IL,60639,Independent2,Owner-Operator,2981Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,TAYLORMADE LIMOUSINE SERVICES INC.,CHICAGO,IL,60637,none,none,9937Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2024,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619,none,none,8183Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2024,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634,none,none,9720Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,AL-KASHWA INC.,CHICAGO,IL,60645,none,none,70503Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E450,2016,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602,none,none,13063Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,FORD,TRANSIT,2021,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",SKOKIE,IL,60076,none,none,817750Ambulance,Ambulance,42.0324,-87.7411
ACTIVE,CADILLAC,ESCALADE,2023,BLACK,Gasoline,N,"STREAMLINE EXECUTIVE COACH, LLC.",CHICAGO,IL,60616,none,none,7557Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2020,BLACK,Gasoline,N,ABDUL ASSOCIATON INC,CHICAGO,IL,60645,none,none,8582Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2024,BLACK,Gasoline,N,JDNR CORP.,CHICAGO,IL,60630,none,none,9497Livery,Livery,41.8781,-87.6298
INACTIVE,TOYOTA,SIENNA,2011,GRAY,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608,none,none,13397Medicar,Medicar,41.8781,-87.6298
INACTIVE,FREIGHLINE,TROLLEY,1196,WHITE/BLUE,Gasoline,N,AMERICAN EAGLE LIMO & TAXI INC,CHICAGO,IL,60646,none,none,18830Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
SURRENDER,TOYOTA,SIENNA,2020,WHITE/BLUE/STRIPES,Gasoline,N,MEGA MERCY TRANSPORTATION SERVICES LLC,CHICAGO,IL,60646,Blue Ribbon Assn Inc,Owner Manager,4271Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629,none,none,9277Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,CAMRY,2017,DARK BLUE,Gasoline,N,ABI'S TRANSPORTATION LLC,CHICAGO,IL,60612,Independent1,Owner Manager,5781Taxi,Taxi,41.8781,-87.6298
INACTIVE,,,0,,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,60630,none,none,5051Ambulance,Ambulance,41.8781,-87.6298
INACTIVE,FREIGHTLINER,M LINE SHUTTLE BUS,2007,WHITE,Gasoline,N,CHICAGO BUS RENTAL INC,CHICAGO,IL,60603,none,none,12661Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,TOYOTA,CAMRY,2021,YELLOW,Gasoline,N,PEDDY INC,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,1158Taxi,Taxi,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,Y,ORE-OLUWA LLC,CHICAGO,IL,60612,Independent1,Owner Manager,4841Taxi,Taxi,41.8781,-87.6298
ACTIVE,MERCEDES,SPRINTER,2015,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,721471Ambulance,Ambulance,41.8991,-87.9403
VIOLATION,VPG,MV-1,2014,WHITE,Gasoline,Y,B & B TAXI CAB INC,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6968Taxi,Taxi,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2024,BLACK,Gasoline,N,ZEENA LIMO SERVICE INC.,CHICAGO,IL,60629,none,none,70582Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2024,BLACK,Gasoline,N,AMERICAN PREMIUM LEASING INC,CHICAGO,IL,60619,none,none,71191Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2019,BLACK,Gasoline,N,WX ENTERPRISES INC.,CHICAGO,IL,60659,none,none,70383Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,JACOB LIMO INC.,CHICAGO,IL,60630,none,none,7148Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,B M LIMO SERVICES INC,CHICAGO,IL,60630,none,none,7989Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609,none,none,7352Livery,Livery,41.8781,-87.6298
ACTIVE,AUDI,Q5,2019,BLACK,Gasoline,N,MAGNIFICENT MILE LIMO SERVICE LLC,CHICAGO,IL,60646,none,none,70708Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,PERFECT LIMO SERVICE COMPANY,CHICAGO,IL,60630,none,none,7103Livery,Livery,41.8781,-87.6298
ACTIVE,TESLA,MODEL Y,2023,BLACK,Gasoline,N,METIS LOGISTICS LIMITED,CHICAGO,IL,60626,none,none,70359Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,TROLLEY,2015,YELLOW,Gasoline,N,"ARIES CHARTER TRANSPORTATION, INC.",CHICAGO,IL,60624,none,none,20455Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
INACTIVE,FORD,E350,2013,WHITE,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621,none,none,872521Ambulance,Ambulance,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2024,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634,none,none,70704Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2023,BLACK,Gasoline,N,"G&N LIMO SERVICES, INC.",CHICAGO,IL,60630,none,none,70841Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2017,BLUE/WHITE,Gasoline,Y,SHOSHOO CAB INC.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,3250Taxi,Taxi,41.8781,-87.6298
RESERVED,BMW,X7,2021,BLACK,Gasoline,N,ADILET BAIGAZIEV,CHICAGO,IL,60625,none,none,7163Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,MKT,2019,BLACK,Gasoline,N,CHICAGO EMPIRE LIMOUSINE INC,CHICAGO,IL,60660,none,none,8562Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2001,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077,none,none,5453Ambulance,Ambulance,42.0324,-87.7411
RESERVED,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,AH TECH SERVICES CORP,CHICAGO,IL,60660,none,none,9307Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,CAMRY,2019,BLUE/WHITE,Gasoline,N,ABIDEK LLC,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner-Operator,3977Taxi,Taxi,41.8781,-87.6298
INACTIVE,INTL,3500,2002,WHITE,Gasoline,N,ELITE PLATINUM LIMO SERVICE LLC,CHICAGO,IL,60617,none,none,13676Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,MUNAJ TRANSPORTATION LLC,CHICAGO,IL,60645,Independent1,Owner-Operator,310Taxi,Taxi,41.8781,-87.6298
ACTIVE,LAND ROVER,RANGE ROVER,2020,BLACK,Gasoline,N,JEJE TRANSPORTATION INC.,CHICAGO,IL,60645,none,none,71025Livery,Livery,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE ESV,2020,BLACK,Gasoline,N,LUXE TRANSPORTATION LLC,CHICAGO,IL,60640,none,none,9622Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,SHAIK'S LLC,CHICAGO,IL,60630,none,none,70184Livery,Livery,41.8781,-87.6298
INACTIVE,,,1997,RED/CREAM,Gasoline,N,CHICAGO SIGHT SEEING CO,CHICAGO,IL,60603,none,none,76395Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,TOYOTA,RAV4,2015,WHITE,Gasoline,N,OHANS CORPORATION,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,4329Taxi,Taxi,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,ZAKARIA YAMANI,CHICAGO,IL,60645,none,none,7649Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,,2001,,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077,none,none,5517Ambulance,Ambulance,42.0324,-87.7411
ACTIVE,LINCOLN,MKC,2019,BLACK,Gasoline,N,RM EXCLUSIVE LUXURY LIMO SVC,CHICAGO,IL,60630,none,none,71230Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,SCION,2011,WHITE,Gasoline,N,LES & THERA LLC,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4522Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,HASNAIN LIMO INC.,CHICAGO,IL,60659,none,none,70100Livery,Livery,41.8781,-87.6298
ACTIVE,MERCEDES,METRIS,2021,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,CHICAGO,IL,60630,none,none,8725Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,E350,2021,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,721481Ambulance,Ambulance,41.8991,-87.9403
SURRENDER,TOYOTA,RAV4,2013,WHITE,Gasoline,N,"J.R.J. EXPRESS, INC.",CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,1840Taxi,Taxi,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659,none,none,7618Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2010,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,60487,none,none,5485Ambulance,Ambulance,41.5742,-87.782
INACTIVE,FREIGHTLINER,D4505,2001,RED/BLUE/WHITE,Gasoline,N,CHICAGO SIGHT SEEING CO,CHICAGO,IL,60603,none,none,10369Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
VIOLATION,TOYOTA,SIENNA,2016,WHITE,Gasoline,Y,TEHRAN INC.,CHICAGO,IL,60625,DIS-AFFILIATED,Owner Manager,2464Taxi,Taxi,41.8781,-87.6298
SURRENDER,TOYOTA,RAV4,2018,WHITE,Gasoline,N,"RASBOL, INC.",CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,4770Taxi,Taxi,41.8781,-87.6298
ACTIVE,TESLA,X,2023,BLACK,Gasoline,N,JUNHONG MA,CHICAGO,IL,60608,none,none,70517Livery,Livery,41.8781,-87.6298
ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659,none,none,8219Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,GONZALO QUITO,CHICAGO,IL,60618,none,none,7611Livery,Livery,41.8781,-87.6298
ACTIVE,LEXUS,GX460,2021,BLACK,Gasoline,N,MING GENG,CHICAGO,IL,60616,none,none,70336Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,N,MILOS CAB CORP,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,4650Taxi,Taxi,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,DIAMOND LIMO INC,CHICAGO,IL,60609,none,none,8119Livery,Livery,41.8781,-87.6298
INACTIVE,,,0,,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,60630,none,none,4881Ambulance,Ambulance,41.8781,-87.6298
RESERVED,FORD,F350,2000,WHITE,Gasoline,N,LARRY YOUNG,CHICAGO,IL,60630,none,none,13417Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
INACTIVE,FORD,ECONOLINE,2012,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602,none,none,14754Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,HONDA,ODYSSEY,2012,BLACK,Gasoline,N,CHICAGO SAFE RIDE LLC,CHICAGO,IL,60626,none,none,25618Medicar,Medicar,41.8781,-87.6298
VIOLATION,VOLKSWAGEN,ROUTAN,2012,WHITE,Gasoline,N,OSEM CAB CORP.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,4228Taxi,Taxi,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2020,YELLOW,Gasoline,Y,"CINO ENTERPRISES, LLC",CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,1080Taxi,Taxi,41.8781,-87.6298
SURRENDER,LEXUS,350,2024,BLACK,Gasoline,N,LEXUS LIMO INC.,CHICAGO,IL,60630,none,none,70679Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,HIGHLANDER,2014,WHITE,Gasoline,N,DASVON & DANA INC,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,1440Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,"TQL EXPRESS, INC.",CHICAGO,IL,60630,none,none,70220Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,QINGLIANG GAO,CHICAGO,IL,60616,none,none,9016Livery,Livery,41.8781,-87.6298
ACTIVE,GMC,YUKON XL,2020,BLACK,Gasoline,N,K-LIMO LLC,CHICAGO,IL,60630,none,none,7834Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,RAV4,2017,WHITE,Gasoline,N,DIVA CAB CO,CHICAGO,IL,60646,DIS-AFFILIATED,Owner-Operator,2040Taxi,Taxi,41.8781,-87.6298
VIOLATION,LINCOLN,NAVIGATOR,2018,BLACK,Gasoline,N,FAST CHICAGO LIMOSIME SERVICE LLC,CHICAGO,IL,60629,none,none,8301Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659,none,none,8070Livery,Livery,41.8781,-87.6298
VIOLATION,LINCOLN,NAVIGATOR,2019,BLACK,Gasoline,N,S & F LIMOUSINE SERVICE INC.,CHICAGO,IL,60616,none,none,7596Livery,Livery,41.8781,-87.6298
VIOLATION,TOYOTA,COROLLA,2015,WHITE,Gasoline,N,MYRTOS CAB CORP,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,4051Taxi,Taxi,41.8781,-87.6298
ACTIVE,BMW,750XI,2022,GRAY,Gasoline,N,"LIVONIA TRADE, INC.",CHICAGO,IL,60640,none,none,8336Livery,Livery,41.8781,-87.6298
SURRENDER,NISSAN,SENTRA,2019,WHITE,Gasoline,N,METRO GLOBAL INC,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,1151Taxi,Taxi,41.8781,-87.6298
ACTIVE,CADILLAC,ESCALADE ESV,2022,BLACK,Gasoline,N,VITA LUX LLC,CHICAGO,IL,60637,none,none,70775Livery,Livery,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2023,BEIGE,Gasoline,N,LIBERTY LIMOUSINE SERVICE INC.,CHICAGO,IL,60646,none,none,70330Livery,Livery,41.8781,-87.6298
ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,"FLAZ LIMO AND TAXI, INC",CHICAGO,IL,60656,Flash Cab Co,Owner Manager,1544Taxi,Taxi,41.8781,-87.6298
ACTIVE,LINCOLN,NAUTILUS,2024,BLACK,Gasoline,N,LAYEQ INC,CHICAGO,IL,60613,none,none,71021Livery,Livery,41.8781,-87.6298
INACTIVE,FORD,E350,2006,WHITE/BLUE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126,none,none,5558Ambulance,Ambulance,41.8991,-87.9403
INACTIVE,FREIGHTLINER,M LINE SHUTTLE BUS,2009,WHITE,Gasoline,N,"WWA LIMO, INC.",CHICAGO,IL,60607,none,none,17532Charter Sightseeing,Charter Sightseeing,41.8781,-87.6298
ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,D LIMO INC,CHICAGO,IL,60631,none,none,7951Livery,Livery,41.8781,-87.6298
RESERVED,CADILLAC,XTS,2019,BLACK,Gasoline,N,ACCURATE LEMO SERVICE INC.,CHICAGO,IL,60630,none,none,9835Livery,Livery,41.8781,-87.6298
ACTIVE,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,AAKS LLC,CHICAGO,IL,60631,none,none,7704Livery,Livery,41.8781,-87.6298
